k,dist,n,freq,expected
1186,exponential,2500,4.22e-4,5.714162227522641e-4
1187,exponential,2500,5.5e-4,6.33086776304133e-4
1188,exponential,2500,5.46e-4,7.002889109410775e-4
1189,exponential,2500,5.74e-4,7.73383039692864e-4
1190,exponential,2500,6.32e-4,8.527377334205973e-4
1191,exponential,2500,7.36e-4,9.387280930932494e-4
1192,exponential,2500,7.94e-4,0.0010317338991259353
1193,exponential,2500,9.1e-4,0.001132137533604539
1194,exponential,2500,0.001022,0.0012403216734460073
1195,exponential,2500,0.001108,0.0013566667550424666
1196,exponential,2500,0.001146,0.001481548213665629
1197,exponential,2500,0.001274,0.0016153335038630084
1198,exponential,2500,0.001454,0.001758378910219408
1199,exponential,2500,0.001586,0.0019110261611904854
1200,exponential,2500,0.001756,0.002073598862142412
1201,exponential,2500,0.001814,0.002246398767321501
1202,exponential,2500,0.00196,0.002429701914029628
1203,exponential,2500,0.00217,0.002623754645932863
1204,exponential,2500,0.002296,0.0028287695559227745
1205,exponential,2500,0.00259,0.003044921382454452
1206,exponential,2500,0.002676,0.0032723428964967216
1207,exponential,2500,0.002998,0.00351112081929259
1208,exponential,2500,0.003238,0.003761291813874552
1209,exponential,2500,0.00339,0.004022838595632432
1210,exponential,2500,0.003658,0.004295686209232982
1211,exponential,2500,0.003816,0.004579698520586709
1212,exponential,2500,0.00415,0.00487467497360526
1213,exponential,2500,0.004494,0.0051803476617204814
1214,exponential,2500,0.004682,0.005496378763919712
1215,exponential,2500,0.005,0.005822358394068437
1216,exponential,2500,0.005228,0.00615780291060016
1217,exponential,2500,0.005508,0.0065021537312578885
1218,exponential,2500,0.006078,0.006854776694497087
1219,exponential,2500,0.006262,0.007214962005209698
1220,exponential,2500,0.0068,0.0075819247979290625
1221,exponential,2500,0.007154,0.007954806345365663
1222,exponential,2500,0.007468,0.008332675934253918
1223,exponential,2500,0.007736,0.008714533423876443
1224,exponential,2500,0.008302,0.009099312495741843
1225,exponential,2500,0.008692,0.009485884595233696
1226,exponential,2500,0.00906,0.009873063558303724
1227,exponential,2500,0.009252,0.010259610908058272
1228,exponential,2500,0.009538,0.010644241797845204
1229,exponential,2500,0.01001,0.011025631569104348
1230,exponential,2500,0.010692,0.01140242288391263
1231,exponential,2500,0.010744,0.011773233384206898
1232,exponential,2500,0.011404,0.01213666382173692
1233,exponential,2500,0.0117,0.012491306595746175
1234,exponential,2500,0.01177,0.0128357546283956
1235,exponential,2500,0.012626,0.013168610502067038
1236,exponential,2500,0.013008,0.01348849577741822
1237,exponential,2500,0.013186,0.013794060406679335
1238,exponential,2500,0.013176,0.014083992153305898
1239,exponential,2500,0.013606,0.01435702592687553
1240,exponential,2500,0.013742,0.014611952940914354
1241,exponential,2500,0.013982,0.014847629601251047
1242,exponential,2500,0.01475,0.01506298603382479
1243,exponential,2500,0.014574,0.015257034163080304
1244,exponential,2500,0.014744,0.015428875255827545
1245,exponential,2500,0.015078,0.015577706849934305
1246,exponential,2500,0.015384,0.015702828993305065
1247,exponential,2500,0.015862,0.01580364972520628
1248,exponential,2500,0.015632,0.01587968973992318
1249,exponential,2500,0.015804,0.01593058618139675
1250,exponential,2500,0.015512,0.015956095526763397
1251,exponential,2500,0.015976,0.015956095526763397
1252,exponential,2500,0.016068,0.01593058618139675
1253,exponential,2500,0.016116,0.01587968973992318
1254,exponential,2500,0.015998,0.01580364972520628
1255,exponential,2500,0.015896,0.015702828993305065
1256,exponential,2500,0.016234,0.015577706849934305
1257,exponential,2500,0.016066,0.015428875255827545
1258,exponential,2500,0.015618,0.015257034163080304
1259,exponential,2500,0.015342,0.01506298603382479
1260,exponential,2500,0.015406,0.014847629601251047
1261,exponential,2500,0.01517,0.014611952940914354
1262,exponential,2500,0.015034,0.01435702592687553
1263,exponential,2500,0.014518,0.014083992153305898
1264,exponential,2500,0.01427,0.013794060406679335
1265,exponential,2500,0.014174,0.01348849577741822
1266,exponential,2500,0.013982,0.013168610502067038
1267,exponential,2500,0.013742,0.0128357546283956
1268,exponential,2500,0.013104,0.012491306595746175
1269,exponential,2500,0.012856,0.01213666382173692
1270,exponential,2500,0.012754,0.011773233384206898
1271,exponential,2500,0.012236,0.01140242288391263
1272,exponential,2500,0.012074,0.011025631569104348
1273,exponential,2500,0.01174,0.010644241797845204
1274,exponential,2500,0.011138,0.010259610908058272
1275,exponential,2500,0.01065,0.009873063558303724
1276,exponential,2500,0.01053,0.009485884595233696
1277,exponential,2500,0.010038,0.009099312495741843
1278,exponential,2500,0.009532,0.008714533423876443
1279,exponential,2500,0.009292,0.008332675934253918
1280,exponential,2500,0.00869,0.007954806345365663
1281,exponential,2500,0.008436,0.0075819247979290625
1282,exponential,2500,0.008118,0.007214962005209698
1283,exponential,2500,0.007718,0.006854776694497087
1284,exponential,2500,0.007346,0.0065021537312578885
1285,exponential,2500,0.006728,0.00615780291060016
1286,exponential,2500,0.006588,0.005822358394068437
1287,exponential,2500,0.006284,0.005496378763919712
1288,exponential,2500,0.00594,0.0051803476617204814
1289,exponential,2500,0.005696,0.00487467497360526
1290,exponential,2500,0.005438,0.004579698520586709
1291,exponential,2500,0.005058,0.004295686209232982
1292,exponential,2500,0.004642,0.004022838595632432
1293,exponential,2500,0.004472,0.003761291813874552
1294,exponential,2500,0.004138,0.00351112081929259
1295,exponential,2500,0.003744,0.0032723428964967216
1296,exponential,2500,0.003648,0.003044921382454452
1297,exponential,2500,0.003422,0.0028287695559227745
1298,exponential,2500,0.003214,0.002623754645932863
1299,exponential,2500,0.00306,0.002429701914029628
1300,exponential,2500,0.002736,0.002246398767321501
1301,exponential,2500,0.002496,0.002073598862142412
1302,exponential,2500,0.002304,0.0019110261611904854
1303,exponential,2500,0.002106,0.001758378910219408
1304,exponential,2500,0.001928,0.0016153335038630084
1305,exponential,2500,0.001886,0.001481548213665629
1306,exponential,2500,0.001684,0.0013566667550424666
1307,exponential,2500,0.001494,0.0012403216734460073
1308,exponential,2500,0.00142,0.001132137533604539
1309,exponential,2500,0.001358,0.0010317338991259353
1310,exponential,2500,0.001158,9.387280930932494e-4
1311,exponential,2500,0.001112,8.527377334205973e-4
1312,exponential,2500,0.001066,7.73383039692864e-4
1313,exponential,2500,8.38e-4,7.002889109410775e-4
1314,exponential,2500,8.36e-4,6.33086776304133e-4
1315,exponential,2500,7.56e-4,5.714162227522641e-4
1316,exponential,2500,5.9e-4,5.14926406054473e-4
1317,exponential,2500,5.88e-4,4.6327725286342465e-4
1318,exponential,2500,5.4e-4,4.161404632782746e-4
1319,exponential,2500,4.92e-4,3.7320032442717514e-4
1320,exponential,2500,4.38e-4,3.341543465871467e-4
1321,exponential,2500,3.72e-4,2.9871373407034025e-4
1322,exponential,2500,3.3e-4,2.6660370361011523e-4
1323,exponential,2500,3.22e-4,2.3756366327737575e-4
1324,exponential,2500,2.76e-4,2.1134726506230993e-4
1325,exponential,2500,2.36e-4,1.8772234419433157e-4
1326,exponential,2500,2.98e-4,1.6647075805912336e-4
1327,exponential,2500,1.76e-4,1.4738813722580977e-4
1328,exponential,2500,1.88e-4,1.3028356063741748e-4
1329,exponential,2500,1.52e-4,1.1497916646618e-4
1330,exponential,2500,1.26e-4,1.0130970950480941e-4
1331,exponential,2500,9.2e-5,8.912207527867692e-5
1332,exponential,2500,9.6e-5,7.827476033114152e-5
1333,exponential,2500,8.4e-5,6.863732737745754e-5
1334,exponential,2500,7.6e-5,6.008984324794479e-5
1335,exponential,2500,6.8e-5,5.252230676693288e-5
1336,exponential,2500,4.6e-5,4.583407294643863e-5
1337,exponential,2500,5.8e-5,3.993327912399187e-5
1338,exponential,2500,4.2e-5,3.473627795152479e-5
1339,exponential,2500,5.4e-5,3.0167081449686003e-5
1340,exponential,2500,3e-5,2.6156819688630033e-5
1341,exponential,2500,3.8e-5,2.264321704389834e-5
1342,exponential,2500,2.8e-5,1.9570088407063805e-5
1343,exponential,2500,2.6e-5,1.6886857209674178e-5
1344,exponential,2500,2e-5,1.4548096643033003e-5
1345,exponential,2500,1.4e-5,1.2513095029272102e-5
1346,exponential,2500,1e-5,1.0745445917332081e-5
1347,exponential,2500,1.4e-5,9.212663141602031e-6
1348,exponential,2500,1.4e-5,7.885820788618434e-6
1349,exponential,2500,6e-6,6.739217765941619e-6
1350,exponential,2500,8e-6,5.75006645559617e-6
1351,exponential,2500,2e-6,4.898204758470045e-6
1352,exponential,2500,1e-5,4.165830693917869e-6
1353,exponential,2500,4e-6,3.5372586069648162e-6
1354,exponential,2500,4e-6,2.9986959513596307e-6
1356,exponential,2500,6e-6,2.144690253012807e-6
1357,exponential,2500,4e-6,1.8093846972320725e-6
1358,exponential,2500,4e-6,1.5240432637701544e-6
1360,exponential,2500,6e-6,1.076043472602879e-6
1362,exponential,2500,2e-6,7.548512163610181e-7
1363,exponential,2500,2e-6,6.30705348178466e-7
1365,exponential,2500,2e-6,4.3818255523454583e-7
1374,exponential,2500,2e-6,7.855688625365379e-8
