"n","alpha_F"
250,51.4207769281861
250,41.1261089151396
250,47.1850048700263
250,66.3640308720295
250,50.0063336377319
250,51.7898931025626
250,46.7849401005837
250,43.5355257785221
250,49.236811524539
250,53.8135337931733
250,46.5170318110637
250,39.8424228183674
250,46.1711643728597
250,59.54495839648
250,37.3871312585208
250,43.1341753792732
250,44.3244002470897
250,36.4726634234818
250,62.8566798237921
250,54.0840474411722
250,53.0093287235461
250,41.971500147194
250,45.3433312486674
250,53.0598299461338
250,45.4250043385791
250,44.714729300928
250,55.9506443883151
250,62.2265510973479
250,41.7060148143183
250,43.5248786958849
250,51.0382284677064
250,44.5632851720107
250,52.5395436520476
250,58.688526674009
250,57.4264440876328
250,51.0876450270299
250,42.1110938072724
250,47.848090621878
250,44.4735765408788
250,46.1010312953129
250,50.118585491472
250,41.8394544940418
250,45.1391469972116
250,44.2597780710869
250,52.1555330433848
250,43.2120960366307
250,48.7545364284165
250,43.7479327683727
250,46.2393538931689
250,52.9881740724966
250,44.8760918904227
250,43.4575226062259
250,50.8385639988291
250,42.9511976341284
250,58.7492421917256
250,51.1451591216627
250,45.8799082228356
250,39.7485769702437
250,45.9835980714002
250,56.2700321778304
250,41.3236788945042
250,32.9884341337276
250,45.3869877553161
250,59.8863745030774
250,44.9438990114885
250,44.6685962293753
250,44.3859743369133
250,53.7758720250729
250,46.1902908645945
250,51.0464936594095
250,47.1578133445183
250,48.4980292440993
250,42.4999226423172
250,45.3424709930034
250,52.1379706268422
250,49.8976900008235
250,46.8203327974614
250,53.4263885315034
250,47.9402032607441
250,38.6694686358957
250,53.3761540393249
250,55.5129669553132
250,70.5644593795699
250,52.9821313986766
250,49.0409133656899
250,43.0885506606096
250,51.1026952379397
250,52.0991539215521
250,52.5230951717348
250,46.0117559320378
250,41.1130212197584
250,64.7881612329892
250,43.5481714113352
250,39.9281975802818
250,40.2601699102071
250,55.1933432119177
250,44.5994799169991
250,41.989093325151
250,46.0015438513568
250,34.7980420241148
250,63.3971746755506
250,47.5525308919531
250,40.9862728933987
250,43.3234030321338
250,41.1838879692766
250,42.7785241211859
250,38.1352783563075
250,46.1594283768773
250,44.1340790743796
250,47.6729266220019
250,63.9307255004377
250,40.8981926670066
250,48.6899176046189
250,43.6603032310318
250,45.4052370374833
250,39.100763306755
250,47.21206822609
250,50.364304333232
250,46.7162512996025
250,41.9117731590808
250,45.4423143222518
250,46.8657131644941
250,55.1874659174739
250,52.9388638367014
250,54.408026017572
250,55.8895799889105
250,39.1470264840237
250,35.8703121490361
250,52.9933033737277
250,43.1853848875709
250,58.8651684203266
250,42.939867101612
250,49.6455436878953
250,54.9353294709227
250,55.663741499414
250,50.4197008639093
250,44.3083035188278
250,44.282305270619
250,51.1933630620265
250,46.7710112466341
250,37.610472929061
250,51.8362304298476
250,51.4209635490067
250,41.4425487243377
250,41.5237053836047
250,38.292318049605
250,42.2917455983069
250,56.1407611248927
250,46.5642524213394
250,48.9834129099182
250,49.0674796649143
250,47.2794551951575
250,40.499368026999
250,56.0747780088117
250,36.6758788573698
250,49.8045814627278
250,39.9121330655976
250,38.8416933852038
250,51.2478369440269
250,51.9323607756861
250,43.4521690774815
250,36.6355805379081
250,53.2240628603155
250,48.9565341488741
250,45.358711708633
250,61.0943300625369
250,37.7468084707424
250,53.3125003417959
250,61.8271839532842
250,53.6009640670168
250,41.2159411074888
250,42.4519780010703
250,48.8393665357329
250,47.0648097963374
250,56.2197621436377
250,41.1210835410645
250,56.0534579133117
250,45.6657794794352
250,53.8166823791228
250,56.3668670866471
250,52.6931030215781
250,61.9880861976132
250,51.4502094784166
250,46.0755914583987
250,42.1801253943201
250,47.1667855391754
250,42.9287967874944
250,57.7107831486154
250,49.2248088147201
250,51.7946493466294
250,42.23684083972
250,46.537955112129
250,43.9400991795966
250,50.4690893211512
250,47.2781071131341
250,44.4379068668324
250,41.2909888519552
250,45.6266829743644
250,44.8662198027871
250,43.4390342395123
250,41.6238377148696
250,50.944645138267
250,40.6879966256635
250,61.3221829757497
250,57.3903826392139
250,45.0630922029873
250,49.5148415768919
250,47.4319911584087
250,49.8415384814893
250,50.6690536007833
250,58.1147533187798
250,47.2554294981227
250,46.8025079791287
250,39.4831409025558
250,51.0098678245859
250,44.0424528818911
250,40.3378630400512
250,43.2562547476073
250,54.14458698668
250,52.0848715985088
250,47.5559943088337
250,42.0139825277511
250,35.1784727233966
250,54.4539789960341
250,51.232923430883
250,43.4999895506032
250,41.1807669169629
250,58.688913796574
250,42.5868575794967
250,46.6880821526038
250,45.3496727417735
250,48.5405262499397
250,43.1949684132022
250,46.0895841381087
250,47.1827791259582
250,46.4570363163753
250,44.5578370097307
250,59.8088929238736
250,46.4082043500094
250,45.5683441780808
250,48.0357126275423
250,47.6272816132991
250,49.0965652089956
250,39.4749760673351
250,61.1883134269325
250,42.5368995573378
250,48.0738037815875
250,51.8005744718977
250,41.3605810087508
250,48.6721182907121
250,45.1797601792633
250,50.9901684820333
250,46.7108172243991
250,52.087803746325
250,49.9848259435389
250,47.8723355769882
250,45.6162204638908
250,47.4066825827357
250,54.7188755196202
250,54.2255145045744
250,49.1617407953462
250,49.3256067367229
250,46.2793067152644
250,59.956636209175
250,45.7009229257069
250,48.8204760411269
250,55.297956198984
250,54.1228283030632
250,48.1398550570969
250,48.374809382401
250,51.1481154133878
250,49.5736363090096
250,54.4845439157198
250,42.4710731190832
250,53.1023350068533
250,64.935188268338
250,38.9242686347374
250,49.6171206935969
250,44.3219542457675
250,50.1667314247204
250,41.6275637738249
250,48.8822272623961
250,46.0151843916872
250,48.3853884373055
250,44.1355470633159
250,39.4858533344891
250,43.7807119323113
250,43.9864880093016
250,58.0449740264035
250,34.5826493956879
250,50.7581032205969
250,58.0128506262778
250,37.8589095685259
250,53.6000716506547
250,43.8507967117341
250,40.284270391934
250,45.0483362620861
250,38.8795039886071
250,56.2473375970137
250,48.2711557838208
250,43.8860778056998
250,47.9977369111592
250,39.9202899940575
250,40.2324614624963
250,44.0754997397323
250,46.2995715589782
250,48.8386421374053
250,41.9685251366595
250,63.5122620104803
250,46.5248933218917
250,43.9040701520246
250,54.7657956166211
250,52.36979801097
250,46.3856688718621
250,60.0562237724007
250,48.2328963933764
250,42.9772362313048
250,39.369995435916
250,44.6161907601948
250,47.0717542100312
250,42.7519763131702
250,46.1885143707158
250,47.2788098916185
250,48.9404941391023
250,45.0682561300391
250,47.6187484837928
250,47.4036758389977
250,53.5281642364239
250,40.6029754046141
250,42.7929992764818
250,43.1327761310068
250,41.3932498736552
250,44.5480069296636
250,58.8868526221244
250,37.9701445773229
250,44.4189896056497
250,42.4045308566388
250,52.2018785909225
250,57.9171808224504
250,48.3869348477346
250,42.3451706339126
250,45.2854852268262
250,36.2188875143479
250,42.9204897244664
250,48.4714714778235
250,52.0784887162288
250,50.245707156408
250,41.8025803704578
250,53.4072532444834
250,41.933433206936
250,64.380327824088
250,50.6997740947779
250,63.2482660521123
250,45.1986848571493
250,42.3170800402497
250,49.9945519640742
250,41.9789129976503
250,46.6180536555111
250,36.8185595036703
250,54.166919307093
250,50.0175389759955
250,43.9270051618081
250,52.7884576286655
250,44.8253363029614
250,44.1217868527831
250,47.0520608630314
250,50.9509290079797
250,43.728025470797
250,45.0850588656843
250,53.7862074864562
250,37.3172849681649
250,51.6569247742238
250,48.7219591618915
250,54.018026719678
250,42.345269893586
250,45.311419085562
250,47.2136048719467
250,43.9700430477613
250,44.0558205719618
250,49.3253909945422
250,48.0886562203233
250,49.7271665046825
250,53.224236893159
250,49.2457987796454
250,41.0886588897676
250,48.7693509468733
250,39.1769325884137
250,49.9105055743051
250,48.0240893431086
250,42.2047192017264
250,45.6231639784065
250,45.6371079851833
250,50.2765325715659
250,42.1051692025859
250,55.102389556633
250,49.1256722716655
250,49.7174601467778
250,58.7114245208012
250,49.7071830006424
250,41.7245158828282
250,51.0184452196232
250,45.671196203061
250,54.4391060714646
250,52.5985811056532
250,45.9739162315078
250,44.0347014552022
250,42.5908717327645
250,38.2040483336349
250,60.4699906760429
250,47.2182667266716
250,45.7609407361465
250,40.8536638617658
250,49.0337754940695
250,38.0662505163137
250,47.82583894386
250,44.9216763191481
250,37.4947691830888
250,44.0973129066312
250,53.7019401001255
250,46.3145163547631
250,54.8204780552958
250,47.194254753859
250,51.5285813186386
250,41.0655305351642
250,36.6369149250666
250,41.6311309962143
250,45.1308858870669
250,42.6361339520027
250,46.8486237635612
250,50.7472060770778
250,47.4266496728773
250,48.3028616509744
250,52.186963433174
250,54.3861340303044
250,39.5164060823986
250,43.5620844680488
250,42.8464084360507
250,54.3945531977134
250,45.1077517933986
250,41.6504154345603
250,43.8790159938322
250,48.5261446472695
250,52.4566362348612
250,45.2003189400783
250,46.0631421253175
250,49.9605617888748
250,51.6784314248507
250,43.0839030267821
250,43.333439228264
250,54.1033222450948
250,58.2441006494255
250,66.6144485159082
250,61.3973214825832
250,40.459499824896
250,49.6003461615712
250,53.4412242738177
250,52.8461853255376
250,56.8128533165755
250,49.194166007583
250,54.9673365847187
250,47.9270282240278
250,47.8558424712066
250,58.0647527302254
250,45.6352000192271
250,52.9692257886464
250,49.4128927780769
250,39.2834550040894
250,39.2372475040212
250,47.1160820465188
250,49.1558302859034
250,43.979439711681
250,43.8985172699434
250,49.3246166207528
250,49.1198588936816
250,50.2390502116455
250,45.1935180454615
250,46.4097991461504
250,46.985712000187
250,44.7847837472524
250,41.6557930025919
250,54.5161313845425
250,42.8954202725224
250,42.7192669701815
250,62.2381019528942
250,39.5675217985469
250,48.7445911725697
250,40.7234725840982
250,42.183467967736
250,56.5288583764878
250,41.9594554627682
250,46.4377038200013
250,41.1107007642886
250,50.5602287408125
250,51.8979511179189
250,42.7603871004908
250,44.2380599074189
250,46.3914445007257
250,38.0278412554931
250,47.6172478410763
250,57.643404245548
250,43.7968077705691
250,63.9212416731658
250,43.3918874063252
250,43.0273185754188
250,46.1387709002574
250,60.434592552762
250,45.2193114720875
250,49.3528955102464
250,45.150565398055
250,42.6615213733072
250,53.6710890373254
250,44.1557193334974
250,47.9986069552642
250,39.2412003420818
250,43.0525062177204
250,43.8355219235999
250,49.3702062090887
250,55.3619906594661
250,44.5913361194069
250,54.9340904592928
250,48.59657213539
250,48.3597441593289
250,54.417652740553
250,41.5545420435548
250,44.4289389722656
250,54.2685504087352
250,54.5865786453686
250,48.7936939486748
250,40.9600436270515
250,41.5751835117453
250,44.977380604129
250,54.2108842487978
250,43.0876575841966
250,50.3387782149018
250,40.376676192689
250,34.33932100052
250,52.9187725715357
250,44.948049571139
250,45.3541803007902
250,44.8482985904267
250,46.2199000224204
250,50.4586942594475
250,48.0408623308198
250,53.0265993920249
250,50.2123085751698
250,41.0588186917417
250,43.4405811461246
250,56.8653147492412
250,50.4559793557236
250,37.0265664122464
250,64.7591301878308
250,53.1694054565578
250,44.2754569924553
250,60.4308313555731
250,49.1664974488902
250,47.680941284702
250,42.8999524244965
250,46.0214987030635
250,43.747819317584
250,47.4768304854233
250,43.0663657464489
250,46.1634498859127
250,45.4959734534827
250,42.482903531174
250,45.7709914565707
250,48.137829035051
250,45.9949612478479
250,50.2017646927071
250,40.1684652895913
250,38.817005920222
250,42.9091099815796
250,58.7658069363385
250,49.642684851068
250,44.2014056535264
250,51.6979393435232
250,42.7068331423557
250,51.4556999967258
250,47.0611238860089
250,44.0165046686673
250,40.5832660192266
250,40.9634366448337
250,47.4661467622701
250,50.4694297026485
250,53.7727169045841
250,48.0846832110938
250,49.8953650132139
250,56.0483340986009
250,44.8840332517158
250,57.6493252155371
250,52.2418828442206
250,46.7215319069934
250,52.9028383462522
250,36.7974348879414
250,46.6633547181472
250,46.4340714017098
250,46.7441675594443
250,38.2972259447304
250,48.8834925719876
250,47.1586436133686
250,43.4366768282601
250,61.2953892297879
250,61.6105583115414
250,39.0035878794434
250,44.3709020109209
250,47.7194371004356
250,39.4812477925012
250,51.3917522819473
250,76.3461060464973
250,40.1525438842972
250,50.5856966572032
250,57.1990432214928
250,47.389257113314
250,47.0432993150846
250,41.408616171387
250,51.2903818477424
250,48.8782991407667
250,60.243287686955
250,44.8698654115015
250,60.1630206849578
250,50.6327467751018
250,39.4514822254129
250,54.4835951403605
250,45.140849395257
250,45.2356369735438
250,47.9527001950028
250,43.4982427022664
250,52.7183276053481
250,39.762602932896
250,36.9248062588042
250,44.3506006904784
250,42.5554610599951
250,48.5913372231229
250,49.7186989588389
250,51.2836761019202
250,47.1183949486426
250,44.9250956296419
250,42.403306825207
250,46.993554710965
250,59.4009825330698
250,47.8853063265104
250,39.9599144365735
250,48.6833979389636
250,45.0918326391075
250,50.1861203810376
250,45.5126696396628
250,56.4812175998825
250,34.9595718338239
250,46.9712410394308
250,47.1417871805247
250,44.7334368529516
250,51.9992774115118
250,49.0985976052995
250,39.3699714708468
250,50.437180663664
250,44.4735429068929
250,40.7978743189229
250,49.7636453932388
250,44.8443607518321
250,43.7584809025443
250,44.056550136952
250,47.5301382858181
250,53.538472112233
250,47.6161966299951
250,53.62760085493
250,40.9890843665506
250,48.0810560547138
250,45.7417008314461
250,46.3728652747701
250,40.6811677066798
250,54.0400190356636
250,50.123419264742
250,45.7199125430765
250,46.8256832193206
250,40.3197720147229
250,58.4406731816237
250,46.7678505679557
250,38.0744622579399
250,45.4021120177458
250,48.2456426788464
250,47.9735918489168
250,63.8940277936915
250,44.9226422649275
250,44.3765545506697
250,46.1256797436405
250,45.5435146077035
250,42.6370854075531
250,46.7973710481144
250,42.5112177426083
250,48.2233175688878
250,54.7672610910474
250,77.492511438487
250,53.5809748343639
250,48.158610675686
250,55.1296570527246
250,45.692611763338
250,51.5302630715129
250,52.1980678665494
250,44.6534441909069
250,43.2713737441523
250,38.2775612392592
250,44.8920824754834
250,46.1249007936465
250,43.8464161706183
250,46.2118349786194
250,51.8610350754324
250,47.859877420526
250,43.939704223343
250,55.286878161395
250,46.2064704548758
250,46.1466834612497
250,55.3638797565718
250,39.9481045172851
250,46.0239035805351
250,43.5827245407417
250,50.938116629241
250,38.1962444655553
250,51.034338968675
250,46.3718198726034
250,47.5415715108425
250,48.3283559628536
250,51.9872683666431
250,74.2029377976963
250,44.683906440247
250,48.1963036848595
250,39.6784605785201
250,52.4663286630273
250,42.96987641176
250,40.2302554553348
250,43.7855154319136
250,49.9340530982621
250,45.0119584768596
250,41.5939006879993
250,41.1308712559633
250,41.9259780325667
250,61.8363603154614
250,47.9913655334091
250,53.6900609292914
250,46.1062207206725
250,48.4646242883789
250,47.2129068991142
250,46.1558528412098
250,49.4113719805002
250,43.8484501525765
250,46.058687372283
250,53.4240131057551
250,55.1974985856333
250,45.3036864046143
250,39.5769234607997
250,44.2572923889061
250,43.8393367016944
250,56.3684520580513
250,58.4825965595845
250,48.0864267512963
250,38.0517458617707
250,49.8185323011116
250,44.8153628419393
250,42.7301769909768
250,46.4204421886229
250,46.4184571266884
250,45.3595390254236
250,42.2689661479455
250,42.8315156336205
250,42.8997300176753
250,46.9757710955529
250,52.2212606055441
250,48.8067897357802
250,57.6645222842677
250,41.2456614256318
250,43.8536755395635
250,43.5088256487568
250,46.8903514046816
250,42.9476153512526
250,56.8895696436115
250,41.9690562731388
250,52.947269077944
250,48.4483272433984
250,60.0276413654854
250,45.1482379202973
250,41.0321685740443
250,40.1802779627558
250,41.626643074178
250,41.1318383004221
250,49.0854185958848
250,42.6628624339247
250,48.5976663811474
250,47.5718458279312
250,41.4115434887426
250,51.6483752087422
250,41.4556381115764
250,41.1842334831981
250,45.1719249738075
250,58.4790661297244
250,46.8482879564516
250,43.259947358565
250,47.0665157548992
250,46.5213158449381
250,49.4286052366333
250,53.5873089467716
250,43.6179516303685
250,48.2830636247106
250,47.3061183844622
250,47.1557310309012
250,48.2204573855733
250,38.2432042799901
250,52.5133145015443
250,42.9592557957374
250,48.6697587384136
250,41.2208320618194
250,47.5663536373652
250,45.9589534923029
250,50.6199637239004
250,40.7108317227463
250,39.5979159080244
250,40.4210050227846
250,48.574273419358
250,46.0832886991394
250,48.8763298705688
250,43.3626617557795
250,54.5598937104454
250,47.5187298741399
